Date,Home_ID,City,Energy_Consumption_kWh,Occupancy,Temperature_C,Humidity_%,HVAC_Usage_kWh,Kitchen_Usage_kWh,Electronics_Usage_kWh
2024-03-30 10:00:00,Home_2,Bangalore,3.53,1,19.96,58.9,1.02,0.33,0.34
2024-04-12 11:00:00,Home_6,Pune,3.35,1,26.12,70.29,1.7,1.31,0.18
2024-04-05 11:00:00,Home_5,Chennai,4.14,1,27.42,66.93,1.5,0.19,0.62
2024-03-04 13:00:00,Home_7,Mumbai,3.24,0,25.86,71.55,1.02,0.87,-0.07
2024-03-12 20:00:00,Home_7,Lucknow,3.62,0,24.52,47.23,1.29,1.1,-0.1
2024-02-13 11:00:00,Home_9,Hyderabad,1.73,1,14.37,49.25,0.45,0.72,0.37
2024-04-02 06:00:00,Home_10,Kolkata,3.78,1,30.52,58.92,1.29,0.19,0.39
2024-01-14 03:00:00,Home_10,Pune,4.51,1,33.04,36.59,1.51,0.28,0.05
2024-03-23 08:00:00,Home_7,Ahmedabad,6.58,1,28.0,37.0,2.08,0.89,0.41
2024-03-27 19:00:00,Home_4,Ahmedabad,2.63,1,19.45,57.16,1.05,1.39,0.4
2024-01-29 05:00:00,Home_1,Jaipur,1.58,0,29.82,44.52,2.53,0.88,0.73
2024-02-09 22:00:00,Home_4,Bangalore,4.0,1,27.85,80.66,0.45,0.58,0.24
2024-04-04 18:00:00,Home_3,Kolkata,2.0,1,25.53,54.63,0.37,1.21,0.3
2024-01-23 08:00:00,Home_9,Hyderabad,1.81,1,26.91,50.23,0.53,0.58,0.49
2024-01-08 23:00:00,Home_7,Pune,4.01,0,24.08,81.24,1.12,1.05,0.44
2024-01-05 20:00:00,Home_10,Pune,2.62,1,24.14,67.58,0.99,1.41,0.49
2024-03-05 17:00:00,Home_2,Hyderabad,2.93,1,19.52,30.62,1.62,0.6,0.64
2024-02-06 17:00:00,Home_6,Lucknow,2.91,1,14.46,39.35,1.03,0.74,-0.02
2024-02-03 06:00:00,Home_7,Bangalore,3.95,1,16.88,60.98,0.7,1.14,0.02
2024-01-31 02:00:00,Home_1,Bangalore,3.63,1,23.8,64.64,1.33,1.37,0.71
2024-01-02 07:00:00,Home_3,Pune,2.27,0,25.95,58.72,0.73,0.16,0.8
2024-03-15 07:00:00,Home_5,Delhi,4.47,1,24.61,50.45,1.51,0.72,1.21
2024-03-20 04:00:00,Home_6,Jaipur,3.84,1,17.33,57.34,1.4,1.27,0.8
2024-01-08 05:00:00,Home_1,Hyderabad,1.92,1,29.11,62.35,1.08,0.27,0.43
2024-03-26 09:00:00,Home_8,Ahmedabad,4.41,1,26.0,63.27,0.71,1.34,1.03
2024-03-04 14:00:00,Home_10,Kolkata,4.29,0,17.57,57.42,0.57,0.99,0.38
2024-03-19 18:00:00,Home_2,Chennai,1.65,1,25.5,53.32,0.82,0.59,0.55
2024-03-22 17:00:00,Home_10,Bangalore,4.82,1,22.53,53.27,1.57,0.92,0.64
2024-01-21 00:00:00,Home_4,Ahmedabad,3.51,0,18.81,39.2,0.98,0.45,-0.03
2024-02-18 10:00:00,Home_5,Delhi,4.17,1,18.06,76.97,0.65,1.09,0.55
2024-04-09 09:00:00,Home_4,Hyderabad,2.84,1,27.54,48.69,1.96,1.04,0.61
2024-03-16 11:00:00,Home_5,Mumbai,2.56,1,34.97,37.9,0.4,1.13,0.35
2024-02-27 21:00:00,Home_6,Pune,4.48,1,19.59,44.48,1.21,0.22,0.37
2024-03-28 10:00:00,Home_7,Bangalore,2.24,1,24.36,58.1,1.02,1.02,0.11
2024-02-08 07:00:00,Home_5,Chennai,1.06,1,25.15,55.0,2.0,0.61,0.77
2024-03-10 21:00:00,Home_3,Bangalore,3.17,1,22.42,56.22,1.18,0.92,0.06
2024-01-27 04:00:00,Home_6,Hyderabad,4.51,1,25.73,72.1,1.55,0.83,0.53
2024-03-26 13:00:00,Home_5,Kolkata,1.47,1,15.41,43.36,0.89,1.15,0.94
2024-03-11 04:00:00,Home_1,Lucknow,5.45,1,47.52,55.45,0.83,1.92,0.63
2024-01-02 09:00:00,Home_3,Jaipur,3.6,0,20.54,54.11,,1.22,0.2
2024-02-21 13:00:00,Home_7,Hyderabad,2.22,1,30.89,65.35,1.25,1.14,0.44
2024-04-04 13:00:00,Home_8,Pune,1.73,1,20.09,43.05,0.58,0.73,0.5
2024-02-23 23:00:00,Home_9,Jaipur,2.49,0,23.67,40.38,0.62,1.33,0.48
2024-03-10 14:00:00,Home_6,Ahmedabad,3.25,1,16.5,45.02,1.09,0.74,0.67
2024-02-06 14:00:00,Home_4,Jaipur,1.57,1,32.46,53.03,0.6,1.69,0.31
2024-01-07 05:00:00,Home_9,Kolkata,3.01,0,22.02,56.93,1.77,0.6,1.0
2024-01-25 00:00:00,Home_1,Pune,3.64,1,21.76,,0.12,1.04,0.37
2024-03-25 06:00:00,Home_6,Kolkata,4.13,1,22.7,51.26,1.2,1.05,-0.26
2024-03-12 23:00:00,Home_6,Hyderabad,1.59,0,24.65,32.22,0.93,0.84,0.45
2024-03-26 04:00:00,Home_1,Ahmedabad,2.93,1,26.17,78.15,1.91,0.1,0.05
2024-01-24 20:00:00,Home_4,Jaipur,5.92,0,26.61,17.94,0.75,0.49,0.51
2024-02-08 05:00:00,Home_5,Jaipur,2.28,1,7.26,76.06,0.63,1.34,0.83
2024-03-27 05:00:00,Home_8,Pune,1.36,1,23.26,71.54,0.26,1.42,1.05
2024-03-02 11:00:00,Home_3,Ahmedabad,3.56,1,25.74,81.2,0.66,0.69,0.22
2024-01-18 23:00:00,Home_10,Bangalore,2.86,1,18.34,58.06,1.25,0.67,0.39
2024-03-02 07:00:00,Home_7,Delhi,2.88,1,28.47,66.49,1.35,-0.1,0.58
2024-01-25 13:00:00,Home_5,Lucknow,2.38,1,23.21,54.28,0.24,0.28,0.34
2024-02-24 05:00:00,Home_10,Delhi,2.69,1,20.16,63.7,1.61,-0.49,0.46
2024-02-10 21:00:00,Home_2,Mumbai,2.79,0,32.55,82.09,0.99,0.21,0.88
2024-02-15 06:00:00,Home_2,Bangalore,3.77,0,21.02,63.89,1.27,0.43,0.51
2024-02-20 15:00:00,Home_10,Bangalore,2.65,1,23.96,101.44,0.14,1.3,0.24
2024-01-01 17:00:00,Home_8,Bangalore,3.65,1,27.64,60.09,0.92,1.02,0.57
2024-01-28 08:00:00,Home_7,Jaipur,,0,22.66,55.85,0.47,0.06,0.17
2024-02-10 15:00:00,Home_8,Mumbai,3.15,0,20.53,67.59,1.21,1.27,0.4
2024-01-10 00:00:00,Home_8,Pune,3.6,1,25.86,72.18,1.04,0.17,0.56
2024-02-05 06:00:00,Home_5,Chennai,3.61,1,32.47,40.7,1.85,0.61,0.54
2024-02-14 06:00:00,Home_6,Kolkata,2.64,0,24.15,61.87,1.03,0.5,-0.01
2024-03-02 23:00:00,Home_9,Hyderabad,4.87,0,7.92,68.49,1.05,1.4,0.39
2024-01-21 03:00:00,Home_9,Mumbai,1.95,1,36.7,,1.24,0.83,-0.0
2024-01-12 09:00:00,Home_7,Bangalore,4.79,1,20.6,72.16,1.38,1.08,0.83
2024-02-24 16:00:00,Home_7,Mumbai,4.49,1,20.37,59.42,0.73,0.67,0.64
2024-03-17 13:00:00,Home_5,Jaipur,2.97,0,21.44,72.15,0.59,0.6,1.14
2024-01-24 01:00:00,Home_1,Ahmedabad,1.86,1,24.22,81.83,1.55,1.26,0.91
2024-01-31 11:00:00,Home_2,Hyderabad,2.6,1,20.02,73.64,1.57,0.43,0.89
2024-03-15 06:00:00,Home_6,Mumbai,1.07,0,15.39,45.62,0.79,0.97,0.33
2024-01-19 09:00:00,Home_2,Delhi,4.92,1,25.49,74.59,1.1,0.63,0.06
2024-03-13 04:00:00,Home_9,Chennai,3.46,1,27.21,55.92,0.76,1.28,0.6
2024-01-11 03:00:00,Home_8,Bangalore,3.67,1,25.32,54.08,1.02,0.29,1.01
2024-03-25 10:00:00,Home_1,Lucknow,2.63,1,20.41,49.15,1.51,0.33,0.65
2024-03-07 06:00:00,Home_5,Ahmedabad,4.31,1,23.13,38.73,0.83,0.17,0.41
2024-01-05 12:00:00,Home_6,Kolkata,3.18,1,19.88,42.95,1.38,1.12,0.14
2024-01-25 10:00:00,Home_10,Bangalore,4.3,0,27.62,55.87,-0.04,0.87,0.09
2024-01-04 16:00:00,Home_8,Jaipur,2.33,1,18.13,43.0,1.26,0.61,0.52
2024-02-13 15:00:00,Home_7,Delhi,3.16,1,26.18,92.06,-0.25,0.74,0.38
2024-01-19 04:00:00,Home_8,Hyderabad,4.12,1,22.37,55.0,0.38,-0.13,0.62
2024-02-25 16:00:00,Home_2,Kolkata,4.94,1,27.1,63.36,1.81,0.8,-0.07
2024-01-13 18:00:00,Home_4,Lucknow,1.46,1,17.59,65.62,0.63,0.95,-0.01
2024-04-04 22:00:00,Home_1,Mumbai,3.86,1,14.29,63.5,1.21,1.23,0.7
2024-03-05 04:00:00,Home_1,Jaipur,3.59,0,12.68,64.17,0.82,1.14,0.25
2024-02-01 13:00:00,Home_5,Mumbai,2.35,1,13.23,62.16,,1.09,0.24
2024-01-27 13:00:00,Home_5,Lucknow,3.95,1,23.57,58.03,0.34,1.17,1.46
2024-04-10 19:00:00,Home_4,Kolkata,1.7,1,26.4,69.31,0.35,1.38,0.27
2024-03-14 03:00:00,Home_1,Hyderabad,1.41,0,32.69,82.34,1.41,0.27,0.53
2024-01-12 18:00:00,Home_6,Ahmedabad,4.61,1,30.51,62.88,1.03,0.64,0.93
2024-01-09 20:00:00,Home_7,Kolkata,4.58,1,19.74,43.95,0.28,1.1,0.77
2024-01-28 07:00:00,Home_5,Lucknow,4.91,1,25.55,73.89,0.62,0.93,0.44
2024-03-13 03:00:00,Home_7,Ahmedabad,2.76,1,22.59,47.21,0.74,1.62,0.59
2024-02-16 12:00:00,Home_8,Chennai,2.02,0,23.14,80.25,1.23,1.65,0.64
2024-01-16 05:00:00,Home_1,Bangalore,1.05,1,19.38,47.19,0.97,0.96,0.31
2024-03-22 20:00:00,Home_2,Pune,3.98,0,23.86,70.09,0.33,0.91,0.97
2024-03-08 05:00:00,Home_2,Lucknow,3.11,1,28.17,77.29,0.51,0.94,0.89
2024-01-07 14:00:00,Home_10,Pune,3.55,0,30.58,62.23,0.95,-0.01,0.23
2024-02-10 06:00:00,Home_6,Lucknow,2.31,1,20.23,68.73,1.77,0.67,0.88
2024-02-20 13:00:00,Home_5,Jaipur,3.29,0,34.3,69.51,0.06,0.67,0.48
2024-01-10 09:00:00,Home_10,Pune,6.73,1,18.72,44.13,0.83,-0.14,0.51
2024-01-03 07:00:00,Home_4,Kolkata,3.68,1,30.51,57.29,0.33,0.99,0.4
2024-01-28 06:00:00,Home_1,Mumbai,5.17,1,24.79,45.92,1.03,1.1,0.25
2024-01-25 05:00:00,Home_8,Hyderabad,2.61,1,15.5,84.08,-0.88,0.02,0.43
2024-03-29 04:00:00,Home_10,Ahmedabad,3.08,1,25.15,67.32,0.91,0.77,0.51
2024-03-06 08:00:00,Home_5,Hyderabad,2.69,1,17.93,42.34,0.59,0.81,0.67
2024-02-15 17:00:00,Home_1,Ahmedabad,4.83,1,18.86,57.23,,0.61,0.22
2024-03-26 00:00:00,Home_2,Lucknow,4.28,1,28.32,48.16,0.6,0.97,0.54
2024-03-10 02:00:00,Home_9,Mumbai,4.6,1,27.5,47.38,1.41,0.47,0.6
2024-01-14 13:00:00,Home_10,Lucknow,2.67,1,28.11,50.32,1.26,0.98,0.79
2024-01-17 17:00:00,Home_1,Lucknow,2.09,0,22.21,67.72,1.46,0.65,0.22
2024-02-01 18:00:00,Home_10,Chennai,4.48,0,23.17,73.37,1.71,1.4,0.17
2024-03-10 01:00:00,Home_7,Delhi,5.69,1,27.14,70.08,1.32,0.78,0.55
2024-02-26 22:00:00,Home_5,Chennai,3.9,1,22.32,26.37,0.53,0.92,0.67
2024-04-11 16:00:00,Home_4,Pune,4.16,1,27.25,53.14,1.54,0.75,0.43
2024-03-21 18:00:00,Home_4,Pune,1.82,1,21.99,59.1,0.99,0.78,-0.0
2024-02-16 21:00:00,Home_8,Ahmedabad,2.53,1,15.74,36.16,1.88,0.64,0.9
2024-03-27 18:00:00,Home_6,Ahmedabad,3.47,1,13.16,69.8,1.04,0.86,0.63
2024-03-25 15:00:00,Home_6,Pune,1.62,1,19.52,66.87,0.39,1.01,0.42
2024-04-04 02:00:00,Home_6,Ahmedabad,2.9,0,49.14,64.23,1.11,1.35,0.27
2024-03-08 11:00:00,Home_10,Pune,2.12,1,16.31,73.19,0.87,0.86,0.96
2024-01-05 02:00:00,Home_9,Pune,4.93,1,19.77,85.59,0.94,1.02,0.35
2024-02-16 06:00:00,Home_7,Pune,2.95,1,29.48,70.41,0.81,0.97,0.62
2024-02-08 00:00:00,Home_6,Hyderabad,4.83,1,21.85,62.42,1.36,0.5,1.08
2024-04-03 23:00:00,Home_7,Chennai,2.07,0,17.69,52.51,0.66,1.16,0.06
2024-01-05 19:00:00,Home_5,Pune,2.1,1,17.8,75.79,1.93,1.32,0.65
2024-03-08 16:00:00,Home_7,Chennai,,1,25.23,69.8,1.35,0.61,0.43
2024-03-23 18:00:00,Home_6,Bangalore,4.29,1,19.99,48.29,0.83,0.22,0.42
2024-02-06 00:00:00,Home_5,Chennai,2.46,1,28.95,46.6,0.72,1.21,0.31
2024-01-30 11:00:00,Home_3,Ahmedabad,1.91,1,24.32,53.81,1.56,1.52,0.55
2024-03-20 05:00:00,Home_2,Mumbai,0.5,1,26.97,62.9,1.76,1.3,0.26
2024-01-25 06:00:00,Home_1,Lucknow,0.91,1,,76.44,1.25,0.57,0.74
2024-04-03 22:00:00,Home_5,Jaipur,3.7,1,24.54,66.13,1.12,0.1,0.76
2024-03-23 14:00:00,Home_1,Kolkata,1.55,1,29.76,65.32,1.05,-0.01,0.32
2024-04-08 12:00:00,Home_7,Hyderabad,2.44,1,37.27,55.79,1.1,0.83,0.7
2024-02-05 12:00:00,Home_4,Ahmedabad,5.3,0,28.87,59.57,0.44,0.71,0.84
2024-03-12 15:00:00,Home_8,Pune,2.59,1,24.75,65.3,0.72,1.21,0.27
2024-04-02 09:00:00,Home_5,Delhi,1.5,1,26.15,53.21,1.36,0.32,0.95
2024-03-28 08:00:00,Home_3,Ahmedabad,6.16,1,25.2,,0.48,0.73,0.32
2024-01-04 17:00:00,Home_3,Bangalore,3.49,0,25.77,68.64,0.67,0.51,0.4
2024-03-06 11:00:00,Home_3,Delhi,2.9,1,23.73,62.45,1.6,0.99,0.36
2024-02-09 11:00:00,Home_6,Mumbai,2.94,1,17.34,53.79,0.81,1.37,0.44
2024-01-06 00:00:00,Home_10,Jaipur,4.13,0,13.3,33.2,0.39,0.62,0.3
2024-04-05 06:00:00,Home_3,Mumbai,4.92,1,24.65,49.64,0.88,0.73,-0.07
2024-03-17 05:00:00,Home_8,Kolkata,4.6,1,18.09,40.16,1.73,1.01,1.44
2024-03-13 21:00:00,Home_10,Lucknow,4.48,1,16.89,50.15,0.4,0.35,-0.12
2024-04-01 22:00:00,Home_10,Kolkata,3.85,1,25.15,82.43,1.28,0.52,0.41
2024-02-02 08:00:00,Home_4,Mumbai,0.63,0,21.89,39.71,-0.01,1.21,0.32
2024-02-15 00:00:00,Home_3,Lucknow,2.59,1,22.7,54.28,1.43,0.54,0.53
2024-02-17 03:00:00,Home_4,Jaipur,2.78,1,24.35,74.64,0.82,1.3,0.37
2024-04-07 00:00:00,Home_9,Bangalore,3.33,1,25.88,45.99,0.78,1.33,0.55
2024-01-23 13:00:00,Home_7,Lucknow,4.08,1,23.83,71.16,1.74,1.07,0.61
2024-02-20 05:00:00,Home_10,Delhi,3.59,1,32.5,46.69,1.58,0.61,0.76
2024-03-01 20:00:00,Home_6,Ahmedabad,2.83,1,25.7,61.66,0.79,1.04,0.4
2024-03-27 17:00:00,Home_5,Bangalore,2.11,0,19.66,53.22,2.44,0.96,0.4
2024-02-28 11:00:00,Home_5,Mumbai,2.91,1,12.79,72.21,1.11,0.22,0.42
2024-01-28 00:00:00,Home_6,Mumbai,3.53,1,21.5,54.83,0.92,1.16,0.73
2024-03-07 18:00:00,Home_9,Jaipur,3.29,1,23.78,69.04,1.5,0.8,0.3
2024-02-23 03:00:00,Home_1,Lucknow,4.29,1,28.34,74.75,1.74,0.43,0.92
2024-01-11 21:00:00,Home_2,Delhi,2.81,1,16.72,90.38,0.94,1.5,0.88
2024-03-09 19:00:00,Home_10,Chennai,4.57,1,29.75,62.19,1.43,1.08,0.13
2024-03-12 14:00:00,Home_10,Hyderabad,1.94,1,22.85,60.91,0.76,0.81,0.71
2024-02-12 14:00:00,Home_4,Lucknow,3.21,0,22.93,45.91,0.89,0.83,0.1
2024-03-13 11:00:00,Home_9,Chennai,1.54,1,27.52,67.21,1.89,1.18,0.38
2024-01-15 07:00:00,Home_4,Kolkata,2.08,1,21.7,,0.91,1.07,0.5
2024-03-06 23:00:00,Home_5,Pune,3.18,0,22.83,49.49,-0.18,1.43,0.97
2024-02-18 16:00:00,Home_1,Delhi,1.93,1,22.05,40.19,1.53,1.21,0.85
2024-02-28 08:00:00,Home_8,Ahmedabad,2.17,0,27.36,49.61,0.57,0.48,0.3
2024-01-29 11:00:00,Home_10,Jaipur,2.79,0,22.72,35.97,0.91,0.89,0.08
2024-02-23 17:00:00,Home_6,Ahmedabad,4.03,0,33.46,48.3,1.75,0.4,0.59
2024-03-10 15:00:00,Home_2,Ahmedabad,4.14,1,23.97,45.2,0.97,1.2,0.74
2024-03-24 07:00:00,Home_3,Mumbai,,1,18.96,36.26,0.78,1.1,0.75
2024-03-24 11:00:00,Home_9,Mumbai,3.43,1,9.92,49.23,0.59,0.74,0.11
2024-03-29 09:00:00,Home_9,Delhi,3.75,1,16.09,64.93,0.94,1.01,0.31
2024-03-13 02:00:00,Home_8,Ahmedabad,3.16,0,22.27,90.77,1.26,0.4,0.63
2024-02-21 07:00:00,Home_1,Jaipur,3.04,1,19.34,41.86,1.81,0.93,0.68
2024-01-06 02:00:00,Home_3,Pune,3.82,1,30.64,71.91,1.14,0.78,0.42
2024-01-03 08:00:00,Home_2,Lucknow,3.96,0,27.69,78.89,1.03,2.12,0.34
2024-02-19 13:00:00,Home_5,Kolkata,4.42,1,21.87,69.37,1.41,1.2,-0.04
2024-01-27 01:00:00,Home_5,Delhi,1.55,1,33.05,78.0,1.39,0.51,0.57
2024-02-02 05:00:00,Home_8,Delhi,4.63,1,17.32,58.95,1.44,1.17,0.16
2024-01-06 17:00:00,Home_5,Hyderabad,3.92,0,22.12,69.6,2.08,1.13,0.5
2024-03-20 15:00:00,Home_6,Bangalore,3.71,1,19.73,68.03,0.99,0.89,0.56
2024-03-05 06:00:00,Home_5,Ahmedabad,5.04,1,29.77,59.53,1.33,0.77,-0.06
2024-01-12 21:00:00,Home_8,Kolkata,2.76,1,18.6,62.37,0.56,0.73,1.23
2024-02-08 02:00:00,Home_9,Bangalore,6.07,1,27.98,58.14,0.52,0.4,0.64
2024-02-12 16:00:00,Home_7,Jaipur,3.9,1,28.9,78.32,0.73,0.68,0.49
2024-04-07 08:00:00,Home_5,Delhi,5.32,1,20.06,92.54,1.01,0.22,0.46
2024-03-28 15:00:00,Home_6,Mumbai,3.91,1,23.34,54.51,1.07,1.11,0.64
2024-02-26 11:00:00,Home_9,Hyderabad,3.3,1,17.65,72.2,0.86,1.16,0.27
2024-03-03 10:00:00,Home_2,Ahmedabad,3.3,0,16.34,71.19,2.17,0.82,0.78
2024-03-12 09:00:00,Home_2,Bangalore,3.84,1,30.62,71.5,0.23,0.56,0.49
2024-02-21 02:00:00,Home_3,Mumbai,5.14,1,25.59,61.98,0.56,1.06,0.56
2024-02-07 22:00:00,Home_1,Delhi,4.47,0,19.49,58.1,1.51,0.86,0.63
2024-02-14 20:00:00,Home_1,Pune,2.31,0,29.88,52.47,0.37,1.27,0.53
2024-01-14 14:00:00,Home_1,Ahmedabad,1.3,1,23.93,80.88,1.41,0.68,-0.13
2024-02-10 03:00:00,Home_7,Mumbai,5.41,0,26.94,61.27,0.36,0.8,0.65
2024-02-05 00:00:00,Home_7,Pune,2.51,1,27.7,85.3,0.37,0.56,0.55
2024-02-10 19:00:00,Home_5,Ahmedabad,4.22,1,25.32,60.63,1.38,1.56,0.38
2024-01-16 16:00:00,Home_4,Lucknow,3.57,1,25.8,68.37,1.18,0.34,0.43
2024-01-26 21:00:00,Home_6,Bangalore,3.31,1,18.32,53.74,1.57,1.22,0.36
2024-01-24 06:00:00,Home_9,Pune,2.45,0,29.24,61.79,0.99,1.36,0.36
2024-04-05 04:00:00,Home_4,Chennai,2.56,0,14.8,45.85,2.27,0.26,-0.06
2024-04-10 09:00:00,Home_4,Delhi,3.7,1,23.14,78.72,1.31,0.96,0.35
2024-03-16 06:00:00,Home_2,Bangalore,3.24,1,28.1,66.34,0.41,0.31,0.97
2024-04-07 15:00:00,Home_7,Hyderabad,2.83,1,28.0,35.66,1.15,1.18,0.49
2024-04-03 21:00:00,Home_8,Chennai,5.06,0,18.98,79.96,0.94,1.5,1.09
2024-01-05 21:00:00,Home_7,Ahmedabad,3.74,1,24.11,86.87,0.64,0.75,1.12
2024-03-29 22:00:00,Home_6,Chennai,3.93,1,26.78,55.46,1.44,0.37,0.82
2024-03-18 07:00:00,Home_6,Ahmedabad,4.14,0,17.19,79.69,0.22,0.33,0.18
2024-02-21 10:00:00,Home_3,Kolkata,5.12,0,20.9,22.91,0.5,1.59,0.99
2024-02-23 18:00:00,Home_8,Delhi,3.08,0,23.89,54.0,0.98,1.5,0.37
2024-02-28 20:00:00,Home_10,Delhi,2.05,0,26.57,51.31,0.01,1.11,1.16
2024-04-11 05:00:00,Home_8,Chennai,3.93,0,27.38,63.15,1.45,0.6,0.45
2024-01-11 11:00:00,Home_4,Pune,0.85,1,26.11,67.94,0.86,0.63,0.13
2024-02-01 20:00:00,Home_10,Chennai,4.8,1,32.39,35.15,1.1,1.11,0.28
2024-02-03 20:00:00,Home_2,Mumbai,2.68,1,32.83,77.65,1.78,1.31,0.67
2024-03-30 20:00:00,Home_2,Pune,2.13,1,24.04,55.41,2.1,1.18,0.8
2024-01-17 02:00:00,Home_5,Hyderabad,5.85,1,28.83,66.56,,0.63,0.71
2024-01-03 17:00:00,Home_10,Kolkata,2.26,1,20.71,69.35,0.6,0.6,0.33
2024-01-30 04:00:00,Home_7,Delhi,4.44,1,25.12,67.19,1.2,0.16,-0.01
2024-03-09 20:00:00,Home_3,Ahmedabad,4.58,1,16.39,76.39,0.65,0.39,0.42
2024-03-29 00:00:00,Home_6,Jaipur,4.16,0,14.94,54.4,1.19,0.7,0.97
2024-02-12 19:00:00,Home_6,Delhi,4.73,0,21.85,63.46,0.49,0.2,0.9
2024-02-14 17:00:00,Home_6,Bangalore,4.83,0,27.06,71.94,1.0,1.06,0.55
2024-03-13 22:00:00,Home_3,Kolkata,3.5,1,23.39,46.58,0.64,0.65,0.15
2024-02-26 20:00:00,Home_4,Pune,2.09,0,26.98,56.01,0.6,0.87,0.45
2024-03-26 12:00:00,Home_4,Kolkata,2.53,1,24.45,52.72,2.04,1.39,0.97
2024-01-10 18:00:00,Home_5,Lucknow,4.97,1,25.72,32.41,,1.26,0.61
2024-03-21 08:00:00,Home_10,Kolkata,0.33,1,33.87,65.73,1.59,0.03,1.13
2024-03-30 22:00:00,Home_3,Lucknow,3.76,0,24.5,48.49,1.03,0.59,0.24
2024-01-02 22:00:00,Home_2,Delhi,2.53,1,18.37,68.22,1.27,0.96,0.16
2024-03-08 01:00:00,Home_10,Pune,2.47,1,19.23,68.62,0.56,0.44,0.33
2024-03-30 02:00:00,Home_6,Hyderabad,3.59,1,,77.67,0.97,0.95,0.15
2024-01-31 17:00:00,Home_8,Jaipur,2.06,0,18.87,44.88,1.25,1.04,0.4
2024-01-25 02:00:00,Home_9,Bangalore,3.21,1,26.24,72.5,1.25,0.99,0.9
2024-01-25 07:00:00,Home_6,Hyderabad,3.81,0,20.05,62.95,0.27,0.87,0.78
2024-03-31 17:00:00,Home_1,Bangalore,4.24,1,35.04,29.09,1.03,0.34,0.29
2024-03-26 03:00:00,Home_6,Mumbai,4.04,1,30.36,73.29,2.14,0.17,0.24
2024-03-17 18:00:00,Home_2,Chennai,4.94,1,26.39,60.27,0.4,0.41,0.31
2024-03-25 07:00:00,Home_9,Ahmedabad,1.3,1,25.85,76.91,0.48,0.74,0.59
2024-03-05 01:00:00,Home_4,Jaipur,2.09,1,25.54,61.17,1.64,0.34,0.58
2024-01-21 10:00:00,Home_1,Bangalore,3.78,1,23.01,37.44,0.76,0.96,0.48
2024-03-05 07:00:00,Home_5,Bangalore,4.81,1,16.37,65.01,1.11,0.58,0.12
2024-01-05 00:00:00,Home_9,Pune,3.94,1,16.33,68.19,0.03,0.81,-0.11
2024-02-08 03:00:00,Home_5,Pune,2.6,1,33.53,71.15,0.96,0.76,0.37
2024-04-09 18:00:00,Home_2,Mumbai,3.11,1,20.8,63.58,0.36,1.19,0.71
2024-03-15 12:00:00,Home_3,Chennai,4.97,0,13.48,52.35,1.8,-0.37,0.84
2024-03-09 15:00:00,Home_4,Mumbai,2.63,1,16.44,74.54,0.17,1.08,0.6
2024-03-28 04:00:00,Home_2,Pune,3.9,1,27.32,50.85,0.39,0.69,0.29
2024-02-21 14:00:00,Home_8,Pune,2.1,1,23.95,81.41,1.38,1.49,0.44
2024-03-02 02:00:00,Home_9,Hyderabad,3.99,1,30.44,59.45,0.83,0.43,0.12
2024-02-21 16:00:00,Home_6,Ahmedabad,1.79,1,19.33,62.54,1.4,0.8,0.55
2024-03-16 09:00:00,Home_8,Lucknow,2.16,1,22.29,44.82,0.24,0.39,0.86
2024-03-18 14:00:00,Home_3,Ahmedabad,3.29,1,22.96,53.52,0.59,0.6,1.02
2024-02-04 23:00:00,Home_8,Delhi,1.51,1,36.3,69.67,0.95,0.77,0.22
2024-03-20 00:00:00,Home_2,Hyderabad,2.88,0,22.08,77.72,0.81,0.63,0.79
2024-04-12 01:00:00,Home_8,Pune,3.22,0,31.15,61.49,0.74,0.69,0.52
2024-01-29 20:00:00,Home_5,Jaipur,3.76,1,24.2,57.94,0.84,0.14,0.5
2024-01-20 19:00:00,Home_8,Jaipur,3.53,1,25.04,64.14,1.05,0.14,0.52
2024-01-18 05:00:00,Home_1,Chennai,3.18,0,20.09,55.49,0.79,0.39,0.67
2024-01-14 16:00:00,Home_1,Kolkata,5.4,0,21.0,46.71,0.59,0.79,1.14
2024-01-15 21:00:00,Home_10,Kolkata,3.07,0,26.19,36.84,0.27,0.69,0.5
2024-03-18 13:00:00,Home_7,Jaipur,4.51,1,27.15,72.98,0.85,0.88,0.11
2024-02-29 16:00:00,Home_9,Lucknow,4.01,1,35.04,84.63,0.82,0.89,0.22
2024-01-14 15:00:00,Home_8,Hyderabad,4.91,1,22.29,55.78,0.81,0.86,0.03
2024-02-09 01:00:00,Home_1,Ahmedabad,3.7,1,22.43,48.73,0.73,1.08,0.36
2024-02-07 10:00:00,Home_6,Mumbai,1.82,1,26.86,60.14,0.74,0.34,0.49
2024-03-19 11:00:00,Home_10,Pune,4.19,0,13.54,41.9,1.36,1.27,0.8
2024-03-05 14:00:00,Home_1,Lucknow,3.11,1,30.25,90.55,1.32,1.32,0.52
2024-03-03 09:00:00,Home_9,Lucknow,5.04,1,23.62,57.19,0.58,0.45,0.12
2024-02-08 22:00:00,Home_7,Mumbai,4.15,1,22.75,60.37,1.13,0.87,0.3
2024-01-18 21:00:00,Home_2,Pune,2.6,0,23.3,50.44,1.94,1.5,-0.07
2024-01-27 05:00:00,Home_2,Delhi,2.76,1,20.57,56.57,1.45,0.87,-0.03
